,CE_Symbol / PE_Symbol ,CE_entry_time / PE_entry_time,CE_entry_price,PE_entry_price,PE_exit_time,PE_exit_price,CE_exit_time,CE_exit_price,PnL,PnL Cumulative Sum,Equity,Rate Of Return,Drawdown,Month-Year
0,BANKNIFTY20MAY19000CE / BANKNIFTY20MAY19000PE,2020-05-28 09:20:00,152.55,161.0,2020-05-28 15:15:00,0.15,2020-05-28 09:25:00,182.55,3271.25,92645.00000000001,492645.0,0.8178124999999999,0.0,2020-05-28 09:20:00
0,BANKNIFTY2060419000CE / BANKNIFTY2060419000PE,2020-05-29 09:20:00,419.65,521.0,2020-05-29 09:22:00,521.0,2020-05-29 09:21:00,449.65,-750.0,91895.00000000001,491895.0,-0.1875,-750.0,2020-05-29 09:20:00
0,BANKNIFTY2060420000CE / BANKNIFTY2060420000PE,2020-06-01 09:20:00,386.8,524.3,2020-06-01 13:40:00,524.3,2020-06-01 09:21:00,416.8,-750.0000000000014,91145.00000000001,491145.0,-0.18750000000000033,-1500.0,2020-06-01 09:20:00
0,BANKNIFTY2060419900CE / BANKNIFTY2060419900PE,2020-06-02 09:20:00,345.15,429.05,2020-06-02 15:15:00,104.5,2020-06-02 09:22:00,375.15,7363.750000000002,98508.75000000001,498508.75,1.8409375000000006,0.0,2020-06-02 09:20:00
0,BANKNIFTY2060421100CE / BANKNIFTY2060421100PE,2020-06-03 09:20:00,261.6,338.0,2020-06-03 09:46:00,338.0,2020-06-03 09:21:00,291.6,-750.0,97758.75000000001,497758.75,-0.1875,-750.0,2020-06-03 09:20:00
0,BANKNIFTY2060421100CE / BANKNIFTY2060421100PE,2020-06-04 09:20:00,175.15,243.0,2020-06-04 09:34:00,243.0,2020-06-04 09:29:00,205.15,-750.0000000000007,97008.75000000001,497008.75,-0.18750000000000017,-1500.0,2020-06-04 09:20:00
0,BANKNIFTY2061120600CE / BANKNIFTY2061120600PE,2020-06-05 09:20:00,540.0,608.9,2020-06-05 10:16:00,608.9,2020-06-05 09:21:00,570.0,-749.9999999999972,96258.75000000001,496258.75,-0.1874999999999993,-2250.0,2020-06-05 09:20:00
0,BANKNIFTY2061121700CE / BANKNIFTY2061121700PE,2020-06-08 09:20:00,519.05,526.35,2020-06-08 09:23:00,526.35,2020-06-08 09:21:00,549.05,-749.9999999999972,95508.75000000001,495508.75,-0.1874999999999993,-3000.0,2020-06-08 09:20:00
0,BANKNIFTY2061121200CE / BANKNIFTY2061121200PE,2020-06-09 09:20:00,445.0,467.9,2020-06-09 09:21:00,497.9,2020-06-09 10:00:00,445.0,-750.0,94758.75000000001,494758.75,-0.1875,-3750.0,2020-06-09 09:20:00
0,BANKNIFTY2061120900CE / BANKNIFTY2061120900PE,2020-06-10 09:20:00,319.8,343.0,2020-06-10 09:22:00,373.0,2020-06-10 09:30:00,319.8,-750.0000000000014,94008.75000000001,494008.75,-0.18750000000000033,-4500.0,2020-06-10 09:20:00
0,BANKNIFTY2061121000CE / BANKNIFTY2061121000PE,2020-06-11 09:20:00,181.35,246.75,2020-06-11 11:05:00,246.75,2020-06-11 09:26:00,211.35,-749.9999999999993,93258.75000000001,493258.75,-0.18749999999999983,-5250.0,2020-06-11 09:20:00
0,BANKNIFTY2061819700CE / BANKNIFTY2061819700PE,2020-06-12 09:20:00,693.75,680.9,2020-06-12 09:21:00,680.9,2020-06-12 09:21:00,723.75,-749.9999999999972,92508.75000000001,492508.75,-0.1874999999999993,-6000.0,2020-06-12 09:20:00
0,BANKNIFTY2061820400CE / BANKNIFTY2061820400PE,2020-06-15 09:20:00,500.15,559.15,2020-06-15 09:23:00,589.15,2020-06-15 15:15:00,268.95,5029.999999999998,97538.75000000001,497538.75,1.2574999999999996,-970.0,2020-06-15 09:20:00
0,BANKNIFTY2061820600CE / BANKNIFTY2061820600PE,2020-06-16 09:20:00,396.85,398.9,2020-06-16 09:23:00,428.9,2020-06-16 15:15:00,234.95,3297.4999999999995,100836.25000000001,500836.25,0.824375,0.0,2020-06-16 09:20:00
0,BANKNIFTY2061820000CE / BANKNIFTY2061820000PE,2020-06-17 09:20:00,368.1,385.9,2020-06-17 09:21:00,415.9,2020-06-17 09:22:00,368.1,-750.0,100086.25000000001,500086.25,-0.1875,-750.0,2020-06-17 09:20:00
0,BANKNIFTY2061820100CE / BANKNIFTY2061820100PE,2020-06-18 09:20:00,155.7,216.25,2020-06-18 09:34:00,216.25,2020-06-18 09:28:00,185.7,-750.0,99336.25000000001,499336.25,-0.1875,-1500.0,2020-06-18 09:20:00
0,BANKNIFTY20JUN21200CE / BANKNIFTY20JUN21200PE,2020-06-19 09:20:00,504.95,603.0,2020-06-19 09:35:00,633.0,2020-06-19 11:17:00,504.95,-750.0,98586.25000000001,498586.25,-0.1875,-2250.0,2020-06-19 09:20:00
0,BANKNIFTY20JUN21500CE / BANKNIFTY20JUN21500PE,2020-06-22 09:20:00,445.0,454.9,2020-06-22 15:15:00,335.0,2020-06-22 09:21:00,475.0,2247.4999999999995,100833.75000000001,500833.75,0.5618749999999999,-2.5,2020-06-22 09:20:00
0,BANKNIFTY20JUN21900CE / BANKNIFTY20JUN21900PE,2020-06-23 09:20:00,409.65,427.4,2020-06-23 09:43:00,457.4,2020-06-23 10:20:00,409.65,-750.0,100083.75000000001,500083.75,-0.1875,-752.5,2020-06-23 09:20:00
0,BANKNIFTY20JUN22400CE / BANKNIFTY20JUN22400PE,2020-06-24 09:20:00,312.2,376.8,2020-06-24 09:21:00,406.8,2020-06-24 09:36:00,312.2,-750.0,99333.75000000001,499333.75,-0.1875,-1502.5,2020-06-24 09:20:00
0,BANKNIFTY20JUN21000CE / BANKNIFTY20JUN21000PE,2020-06-25 09:20:00,196.65,211.0,2020-06-25 09:21:00,241.0,2020-06-25 09:23:00,196.65,-750.0000000000007,98583.75000000001,498583.75,-0.18750000000000017,-2252.5,2020-06-25 09:20:00
0,BANKNIFTY2070221700CE / BANKNIFTY2070221700PE,2020-06-26 09:20:00,563.3,617.2,2020-06-26 09:22:00,647.2,2020-06-26 09:29:00,563.3,-750.0,97833.75000000001,497833.75,-0.1875,-3002.5,2020-06-26 09:20:00
0,BANKNIFTY2070221200CE / BANKNIFTY2070221200PE,2020-06-29 09:20:00,466.05,533.0,2020-06-29 09:30:00,563.0,2020-06-29 12:37:00,466.05,-750.0,97083.75000000001,497083.75,-0.1875,-3752.5,2020-06-29 09:20:00
0,BANKNIFTY2070221600CE / BANKNIFTY2070221600PE,2020-06-30 09:20:00,367.6,428.8,2020-06-30 09:21:00,458.8,2020-06-30 09:27:00,367.6,-749.9999999999986,96333.75000000001,496333.75,-0.18749999999999967,-4502.5,2020-06-30 09:20:00
0,BANKNIFTY2070221400CE / BANKNIFTY2070221400PE,2020-07-01 09:20:00,286.9,367.0,2020-07-01 09:24:00,397.0,2020-07-01 09:29:00,286.9,-750.0,95583.75000000001,495583.75,-0.1875,-5252.5,2020-07-01 09:20:00
0,BANKNIFTY2070222200CE / BANKNIFTY2070222200PE,2020-07-02 09:20:00,184.85,156.4,2020-07-02 10:18:00,156.4,2020-07-02 09:43:00,214.85,-750.0,94833.75000000001,494833.75,-0.1875,-6002.5,2020-07-02 09:20:00
0,BANKNIFTY2070922000CE / BANKNIFTY2070922000PE,2020-07-03 09:20:00,506.0,470.65,2020-07-03 09:32:00,470.65,2020-07-03 09:21:00,536.0,-750.0,94083.75000000001,494083.75,-0.1875,-6752.5,2020-07-03 09:20:00
0,BANKNIFTY2070922200CE / BANKNIFTY2070922200PE,2020-07-06 09:20:00,393.0,372.2,2020-07-06 10:26:00,372.2,2020-07-06 09:30:00,423.0,-749.9999999999986,93333.75000000001,493333.75,-0.18749999999999967,-7502.5,2020-07-06 09:20:00
0,BANKNIFTY2070922200CE / BANKNIFTY2070922200PE,2020-07-07 09:20:00,298.0,344.9,2020-07-07 09:30:00,374.9,2020-07-07 12:20:00,298.0,-750.0,92583.75000000001,492583.75,-0.1875,-8252.5,2020-07-07 09:20:00
0,BANKNIFTY2070922700CE / BANKNIFTY2070922700PE,2020-07-08 09:20:00,285.0,269.85,2020-07-08 09:42:00,269.85,2020-07-08 09:28:00,315.0,-750.0,91833.75000000001,491833.75,-0.1875,-9002.5,2020-07-08 09:20:00
0,BANKNIFTY2070922800CE / BANKNIFTY2070922800PE,2020-07-09 09:20:00,128.2,188.45,2020-07-09 09:31:00,218.45,2020-07-09 09:43:00,128.2,-750.0,91083.75000000001,491083.75,-0.1875,-9752.5,2020-07-09 09:20:00
0,BANKNIFTY2071622700CE / BANKNIFTY2071622700PE,2020-07-10 09:20:00,448.05,422.8,2020-07-10 11:03:00,452.8,2020-07-10 15:15:00,292.35,3142.4999999999995,94226.25000000001,494226.25,0.7856249999999999,-6610.0,2020-07-10 09:20:00
0,BANKNIFTY2071622600CE / BANKNIFTY2071622600PE,2020-07-13 09:20:00,387.6,349.8,2020-07-13 09:37:00,379.8,2020-07-13 15:15:00,187.7,4247.500000000001,98473.75000000001,498473.75,1.0618750000000001,-2362.5,2020-07-13 09:20:00
0,BANKNIFTY2071621800CE / BANKNIFTY2071621800PE,2020-07-14 09:20:00,345.7,299.3,2020-07-14 09:22:00,329.3,2020-07-14 15:15:00,168.65,3676.2500000000005,102150.00000000001,502150.0,0.9190625000000001,0.0,2020-07-14 09:20:00
0,BANKNIFTY2071621600CE / BANKNIFTY2071621600PE,2020-07-15 09:20:00,273.4,298.0,2020-07-15 09:22:00,328.0,2020-07-15 09:29:00,273.4,-750.0,101400.00000000001,501400.0,-0.1875,-750.0,2020-07-15 09:20:00
0,BANKNIFTY2071621100CE / BANKNIFTY2071621100PE,2020-07-16 09:20:00,172.85,147.05,2020-07-16 15:15:00,0.25,2020-07-16 09:39:00,202.85,2919.9999999999995,104320.00000000001,504320.0,0.7299999999999999,0.0,2020-07-16 09:20:00
0,BANKNIFTY2072321700CE / BANKNIFTY2072321700PE,2020-07-17 09:20:00,448.95,430.15,2020-07-17 10:45:00,430.15,2020-07-17 10:14:00,478.95,-750.0000000000014,103570.00000000001,503570.0,-0.18750000000000033,-750.0,2020-07-17 09:20:00
0,BANKNIFTY2072322300CE / BANKNIFTY2072322300PE,2020-07-20 09:20:00,301.55,428.35,2020-07-20 09:21:00,428.35,2020-07-20 09:21:00,331.55,-749.9999999999986,102820.00000000001,502820.0,-0.18749999999999967,-1500.0,2020-07-20 09:20:00
0,BANKNIFTY2072322700CE / BANKNIFTY2072322700PE,2020-07-21 09:20:00,288.35,343.25,2020-07-21 15:15:00,232.3,2020-07-21 14:17:00,318.35,2023.7499999999998,104843.75000000001,504843.75,0.5059374999999999,0.0,2020-07-21 09:20:00
0,BANKNIFTY2072322900CE / BANKNIFTY2072322900PE,2020-07-22 09:20:00,238.55,272.2,2020-07-22 09:34:00,302.2,2020-07-22 12:51:00,238.55,-750.0,104093.75000000001,504093.75,-0.1875,-750.0,2020-07-22 09:20:00
0,BANKNIFTY2072322900CE / BANKNIFTY2072322900PE,2020-07-23 09:20:00,142.35,156.15,2020-07-23 09:32:00,186.15,2020-07-23 11:15:00,142.35,-750.0,103343.75000000001,503343.75,-0.1875,-1500.0,2020-07-23 09:20:00
0,BANKNIFTY20JUL22700CE / BANKNIFTY20JUL22700PE,2020-07-24 09:20:00,427.0,415.2,2020-07-24 09:35:00,445.2,2020-07-24 15:15:00,356.65,1008.750000000002,104352.50000000001,504352.5,0.2521875000000005,-491.25,2020-07-24 09:20:00
0,BANKNIFTY20JUL22400CE / BANKNIFTY20JUL22400PE,2020-07-27 09:20:00,356.85,390.25,2020-07-27 09:24:00,420.25,2020-07-27 15:15:00,156.65,4255.000000000001,108607.50000000001,508607.5,1.0637500000000002,0.0,2020-07-27 09:20:00
0,BANKNIFTY20JUL22000CE / BANKNIFTY20JUL22000PE,2020-07-28 09:20:00,334.2,322.0,2020-07-28 09:46:00,322.0,2020-07-28 09:37:00,364.2,-749.9999999999986,107857.50000000001,507857.5,-0.18749999999999967,-750.0,2020-07-28 09:20:00
0,BANKNIFTY20JUL22300CE / BANKNIFTY20JUL22300PE,2020-07-29 09:20:00,254.15,227.1,2020-07-29 09:36:00,257.1,2020-07-29 11:32:00,254.15,-750.0000000000007,107107.50000000001,507107.5,-0.18750000000000017,-1500.0,2020-07-29 09:20:00
0,BANKNIFTY20JUL22200CE / BANKNIFTY20JUL22200PE,2020-07-30 09:20:00,149.8,118.3,2020-07-30 09:25:00,148.3,2020-07-30 15:15:00,0.2,2990.0000000000005,110097.50000000001,510097.5,0.7475,0.0,2020-07-30 09:20:00
0,BANKNIFTY2080621400CE / BANKNIFTY2080621400PE,2020-07-31 09:20:00,478.0,416.5,2020-07-31 15:15:00,288.0,2020-07-31 09:26:00,508.0,2462.5,112560.00000000001,512560.0,0.615625,0.0,2020-07-31 09:20:00
0,BANKNIFTY2080621300CE / BANKNIFTY2080621300PE,2020-08-03 09:20:00,388.35,343.5,2020-08-03 09:50:00,373.5,2020-08-03 10:05:00,388.35,-750.0,111810.00000000001,511810.0,-0.1875,-750.0,2020-08-03 09:20:00
0,BANKNIFTY2080621200CE / BANKNIFTY2080621200PE,2020-08-04 09:20:00,346.05,287.85,2020-08-04 09:23:00,317.85,2020-08-04 09:51:00,346.05,-749.9999999999986,111060.00000000001,511060.0,-0.18749999999999967,-1500.0,2020-08-04 09:20:00
0,BANKNIFTY2080621700CE / BANKNIFTY2080621700PE,2020-08-05 09:20:00,235.0,215.75,2020-08-05 11:57:00,215.75,2020-08-05 09:31:00,265.0,-750.0,110310.00000000001,510310.0,-0.1875,-2250.0,2020-08-05 09:20:00
0,BANKNIFTY2080621600CE / BANKNIFTY2080621600PE,2020-08-06 09:20:00,189.05,186.95,2020-08-06 09:30:00,216.95,2020-08-06 10:19:00,189.05,-750.0,109560.00000000001,509560.0,-0.1875,-3000.0,2020-08-06 09:20:00
0,BANKNIFTY2081321500CE / BANKNIFTY2081321500PE,2020-08-07 09:20:00,367.95,396.6,2020-08-07 15:15:00,230.8,2020-08-07 09:39:00,397.95,3394.999999999999,112955.00000000001,512955.0,0.8487499999999999,0.0,2020-08-07 09:20:00
0,BANKNIFTY2081321900CE / BANKNIFTY2081321900PE,2020-08-10 09:20:00,325.25,305.05,2020-08-10 14:12:00,305.05,2020-08-10 09:26:00,355.25,-750.0000000000014,112205.00000000001,512205.0,-0.18750000000000033,-750.0,2020-08-10 09:20:00
0,BANKNIFTY2081322200CE / BANKNIFTY2081322200PE,2020-08-11 09:20:00,265.0,264.0,2020-08-11 11:15:00,294.0,2020-08-11 14:44:00,265.0,-750.0,111455.00000000001,511455.0,-0.1875,-1500.0,2020-08-11 09:20:00
0,BANKNIFTY2081322000CE / BANKNIFTY2081322000PE,2020-08-12 09:20:00,223.95,175.85,2020-08-12 15:15:00,51.65,2020-08-12 09:29:00,253.95,2354.999999999999,113810.00000000001,513810.0,0.5887499999999998,0.0,2020-08-12 09:20:00
0,BANKNIFTY2081322400CE / BANKNIFTY2081322400PE,2020-08-13 09:20:00,126.15,104.9,2020-08-13 11:40:00,134.9,2020-08-13 15:15:00,0.2,2398.7500000000005,116208.75000000001,516208.75,0.5996875000000002,0.0,2020-08-13 09:20:00
0,BANKNIFTY2082022300CE / BANKNIFTY2082022300PE,2020-08-14 09:20:00,304.2,321.7,2020-08-14 09:44:00,351.7,2020-08-14 15:15:00,111.6,4064.999999999999,120273.75000000001,520273.75,1.0162499999999999,0.0,2020-08-14 09:20:00
0,BANKNIFTY2082021800CE / BANKNIFTY2082021800PE,2020-08-17 09:20:00,277.65,300.55,2020-08-17 09:32:00,330.55,2020-08-17 15:15:00,241.95,142.50000000000114,120416.25000000001,520416.25,0.03562500000000028,0.0,2020-08-17 09:20:00
0,BANKNIFTY2082021800CE / BANKNIFTY2082021800PE,2020-08-18 09:20:00,234.0,267.3,2020-08-18 10:00:00,297.3,2020-08-18 10:17:00,234.0,-750.0,119666.25000000001,519666.25,-0.1875,-750.0,2020-08-18 09:20:00
0,BANKNIFTY2082022300CE / BANKNIFTY2082022300PE,2020-08-19 09:20:00,201.85,173.0,2020-08-19 11:15:00,173.0,2020-08-19 10:11:00,231.85,-749.9999999999993,118916.25000000001,518916.25,-0.18749999999999983,-1500.0,2020-08-19 09:20:00
0,BANKNIFTY2082022000CE / BANKNIFTY2082022000PE,2020-08-20 09:20:00,102.65,122.4,2020-08-20 12:35:00,122.4,2020-08-20 09:39:00,132.65,-750.0,118166.25000000001,518166.25,-0.1875,-2250.0,2020-08-20 09:20:00
0,BANKNIFTY20AUG22200CE / BANKNIFTY20AUG22200PE,2020-08-21 09:20:00,293.3,313.35,2020-08-21 15:15:00,236.0,2020-08-21 09:29:00,323.3,1183.750000000002,119350.00000000001,519350.0,0.2959375000000005,-1066.25,2020-08-21 09:20:00
0,BANKNIFTY20AUG22600CE / BANKNIFTY20AUG22600PE,2020-08-24 09:20:00,215.45,265.2,2020-08-24 15:15:00,155.35,2020-08-24 09:23:00,245.45,1996.2499999999998,121346.25000000001,521346.25,0.49906249999999996,0.0,2020-08-24 09:20:00
0,BANKNIFTY20AUG23000CE / BANKNIFTY20AUG23000PE,2020-08-25 09:20:00,225.65,228.25,2020-08-25 10:39:00,228.25,2020-08-25 09:22:00,255.65,-750.0000000000007,120596.25000000001,520596.25,-0.18750000000000017,-750.0,2020-08-25 09:20:00
0,BANKNIFTY20AUG23300CE / BANKNIFTY20AUG23300PE,2020-08-26 09:20:00,158.45,232.5,2020-08-26 12:25:00,262.5,2020-08-26 14:01:00,158.45,-750.0,119846.25000000001,519846.25,-0.1875,-1500.0,2020-08-26 09:20:00
0,BANKNIFTY20AUG23600CE / BANKNIFTY20AUG23600PE,2020-08-27 09:20:00,113.5,103.75,2020-08-27 15:15:00,6.85,2020-08-27 15:15:00,5.75,5116.25,124962.50000000001,524962.5,1.2790625,0.0,2020-08-27 09:20:00
0,BANKNIFTY2090323800CE / BANKNIFTY2090323800PE,2020-08-28 09:20:00,320.0,330.55,2020-08-28 15:15:00,137.25,2020-08-28 09:30:00,350.0,4082.499999999999,129045.00000000001,529045.0,1.020625,0.0,2020-08-28 09:20:00
0,BANKNIFTY2090325200CE / BANKNIFTY2090325200PE,2020-08-31 09:20:00,458.65,406.55,2020-08-31 09:23:00,436.55,2020-08-31 15:15:00,97.2,8286.25,137331.25,537331.25,2.0715625,0.0,2020-08-31 09:20:00
0,BANKNIFTY2090323900CE / BANKNIFTY2090323900PE,2020-09-01 09:20:00,415.85,462.85,2020-09-01 09:51:00,462.85,2020-09-01 09:21:00,445.85,-750.0,136581.25,536581.25,-0.1875,-750.0,2020-09-01 09:20:00
0,BANKNIFTY2090323700CE / BANKNIFTY2090323700PE,2020-09-02 09:20:00,304.8,324.4,2020-09-02 10:19:00,324.4,2020-09-02 09:35:00,334.8,-749.9999999999986,135831.25,535831.25,-0.18749999999999967,-1500.0,2020-09-02 09:20:00
0,BANKNIFTY2090323900CE / BANKNIFTY2090323900PE,2020-09-03 09:20:00,128.45,113.1,2020-09-03 09:24:00,143.1,2020-09-03 15:15:00,0.35,2452.5,138283.75,538283.75,0.613125,0.0,2020-09-03 09:20:00
0,BANKNIFTY2091022900CE / BANKNIFTY2091022900PE,2020-09-04 09:20:00,501.75,482.85,2020-09-04 15:15:00,364.65,2020-09-04 09:39:00,531.75,2205.000000000001,140488.75,540488.75,0.5512500000000002,0.0,2020-09-04 09:20:00
0,BANKNIFTY2091023000CE / BANKNIFTY2091023000PE,2020-09-07 09:20:00,373.25,365.95,2020-09-07 09:24:00,395.95,2020-09-07 09:48:00,373.25,-749.9999999999986,139738.75,539738.75,-0.18749999999999967,-750.0,2020-09-07 09:20:00
0,BANKNIFTY2091022900CE / BANKNIFTY2091022900PE,2020-09-08 09:20:00,289.55,328.15,2020-09-08 14:33:00,328.15,2020-09-08 09:47:00,319.55,-749.9999999999986,138988.75,538988.75,-0.18749999999999967,-1500.0,2020-09-08 09:20:00
0,BANKNIFTY2091022500CE / BANKNIFTY2091022500PE,2020-09-09 09:20:00,230.35,195.35,2020-09-09 09:37:00,225.35,2020-09-09 15:15:00,111.2,2228.75,141217.5,541217.5,0.5571875,0.0,2020-09-09 09:20:00
0,BANKNIFTY2091022500CE / BANKNIFTY2091022500PE,2020-09-10 09:20:00,89.15,116.35,2020-09-10 09:58:00,146.35,2020-09-10 10:43:00,89.15,-750.0,140467.5,540467.5,-0.1875,-750.0,2020-09-10 09:20:00
0,BANKNIFTY2091722600CE / BANKNIFTY2091722600PE,2020-09-11 09:20:00,359.1,323.8,2020-09-11 09:33:00,353.8,2020-09-11 15:15:00,297.2,797.5000000000023,141265.0,541265.0,0.19937500000000055,0.0,2020-09-11 09:20:00
0,BANKNIFTY2091722700CE / BANKNIFTY2091722700PE,2020-09-14 09:20:00,302.45,296.85,2020-09-14 09:33:00,296.85,2020-09-14 09:25:00,332.45,-750.0000000000014,140515.0,540515.0,-0.18750000000000033,-750.0,2020-09-14 09:20:00
0,BANKNIFTY2091722200CE / BANKNIFTY2091722200PE,2020-09-15 09:20:00,295.2,313.2,2020-09-15 09:25:00,343.2,2020-09-15 09:28:00,295.2,-750.0,139765.0,539765.0,-0.1875,-1500.0,2020-09-15 09:20:00
0,BANKNIFTY2091722500CE / BANKNIFTY2091722500PE,2020-09-16 09:20:00,216.3,210.1,2020-09-16 09:22:00,240.1,2020-09-16 09:49:00,216.3,-750.0000000000007,139015.0,539015.0,-0.18750000000000017,-2250.0,2020-09-16 09:20:00
0,BANKNIFTY2091722300CE / BANKNIFTY2091722300PE,2020-09-17 09:20:00,133.5,83.05,2020-09-17 12:00:00,83.05,2020-09-17 09:46:00,163.5,-749.9999999999997,138265.0,538265.0,-0.18749999999999992,-3000.0,2020-09-17 09:20:00
0,BANKNIFTY20SEP22400CE / BANKNIFTY20SEP22400PE,2020-09-18 09:20:00,405.45,318.35,2020-09-18 09:31:00,348.35,2020-09-18 10:03:00,405.45,-750.0000000000014,137515.0,537515.0,-0.18750000000000033,-3750.0,2020-09-18 09:20:00
0,BANKNIFTY20SEP22000CE / BANKNIFTY20SEP22000PE,2020-09-21 09:20:00,318.55,320.1,2020-09-21 09:40:00,350.1,2020-09-21 10:21:00,318.55,-749.9999999999986,136765.0,536765.0,-0.18749999999999967,-4500.0,2020-09-21 09:20:00
0,BANKNIFTY20SEP21400CE / BANKNIFTY20SEP21400PE,2020-09-22 09:20:00,319.0,265.5,2020-09-22 09:21:00,295.5,2020-09-22 10:06:00,319.0,-750.0,136015.0,536015.0,-0.1875,-5250.0,2020-09-22 09:20:00
0,BANKNIFTY20SEP21300CE / BANKNIFTY20SEP21300PE,2020-09-23 09:20:00,212.9,186.65,2020-09-23 09:22:00,216.65,2020-09-23 15:15:00,114.05,1721.2499999999998,137736.25,537736.25,0.4303125,-3528.75,2020-09-23 09:20:00
0,BANKNIFTY20SEP20900CE / BANKNIFTY20SEP20900PE,2020-09-24 09:20:00,131.4,90.55,2020-09-24 09:21:00,120.55,2020-09-24 15:15:00,0.2,2530.0,140266.25,540266.25,0.6325,-998.75,2020-09-24 09:20:00
0,BANKNIFTY20O0120600CE / BANKNIFTY20O0120600PE,2020-09-25 09:20:00,424.95,395.8,2020-09-25 09:25:00,425.8,2020-09-25 12:15:00,424.95,-750.0,139516.25,539516.25,-0.1875,-1748.75,2020-09-25 09:20:00
0,BANKNIFTY20O0121200CE / BANKNIFTY20O0121200PE,2020-09-28 09:20:00,284.7,344.35,2020-09-28 15:15:00,107.5,2020-09-28 09:25:00,314.7,5171.249999999999,144687.5,544687.5,1.2928124999999997,0.0,2020-09-28 09:20:00
0,BANKNIFTY20O0121800CE / BANKNIFTY20O0121800PE,2020-09-29 09:20:00,262.9,253.95,2020-09-29 09:25:00,283.95,2020-09-29 15:15:00,79.2,3842.499999999998,148530.0,548530.0,0.9606249999999995,0.0,2020-09-29 09:20:00
0,BANKNIFTY20O0121300CE / BANKNIFTY20O0121300PE,2020-09-30 09:20:00,178.1,208.25,2020-09-30 09:22:00,238.25,2020-09-30 10:29:00,178.1,-749.9999999999993,147780.0,547780.0,-0.18749999999999983,-750.0,2020-09-30 09:20:00
0,BANKNIFTY20O0121800CE / BANKNIFTY20O0121800PE,2020-10-01 09:20:00,97.5,114.4,2020-10-01 15:15:00,0.2,2020-10-01 09:23:00,127.5,2105.0,149885.0,549885.0,0.52625,0.0,2020-10-01 09:20:00
0,BANKNIFTY20O0822600CE / BANKNIFTY20O0822600PE,2020-10-05 09:20:00,367.45,385.0,2020-10-05 11:40:00,385.0,2020-10-05 09:21:00,397.45,-749.9999999999986,149135.0,549135.0,-0.18749999999999967,-750.0,2020-10-05 09:20:00
0,BANKNIFTY20O0822700CE / BANKNIFTY20O0822700PE,2020-10-06 09:20:00,283.15,261.55,2020-10-06 09:22:00,291.55,2020-10-06 09:24:00,283.15,-749.9999999999986,148385.0,548385.0,-0.18749999999999967,-1500.0,2020-10-06 09:20:00
0,BANKNIFTY20O0822700CE / BANKNIFTY20O0822700PE,2020-10-07 09:20:00,200.25,239.15,2020-10-07 15:15:00,77.5,2020-10-07 09:48:00,230.25,3291.2499999999995,151676.25,551676.25,0.8228125,0.0,2020-10-07 09:20:00
0,BANKNIFTY20O0823200CE / BANKNIFTY20O0823200PE,2020-10-08 09:20:00,130.05,140.5,2020-10-08 09:31:00,170.5,2020-10-08 09:36:00,130.05,-750.0,150926.25,550926.25,-0.1875,-750.0,2020-10-08 09:20:00
0,BANKNIFTY20O1523300CE / BANKNIFTY20O1523300PE,2020-10-09 09:20:00,395.6,420.9,2020-10-09 09:30:00,420.9,2020-10-09 09:27:00,425.6,-750.0,150176.25,550176.25,-0.1875,-1500.0,2020-10-09 09:20:00
0,BANKNIFTY20O1524100CE / BANKNIFTY20O1524100PE,2020-10-12 09:20:00,386.65,389.65,2020-10-12 09:31:00,389.65,2020-10-12 09:22:00,416.65,-750.0,149426.25,549426.25,-0.1875,-2250.0,2020-10-12 09:20:00
0,BANKNIFTY20O1523500CE / BANKNIFTY20O1523500PE,2020-10-13 09:20:00,376.4,310.2,2020-10-13 09:24:00,340.2,2020-10-13 09:35:00,376.4,-750.0000000000014,148676.25,548676.25,-0.18750000000000033,-3000.0,2020-10-13 09:20:00
0,BANKNIFTY20O1523300CE / BANKNIFTY20O1523300PE,2020-10-14 09:20:00,279.45,260.25,2020-10-14 09:32:00,290.25,2020-10-14 12:25:00,279.45,-749.9999999999986,147926.25,547926.25,-0.18749999999999967,-3750.0,2020-10-14 09:20:00
0,BANKNIFTY20O1523700CE / BANKNIFTY20O1523700PE,2020-10-15 09:20:00,134.7,139.55,2020-10-15 13:37:00,139.55,2020-10-15 09:37:00,164.7,-750.0,147176.25,547176.25,-0.1875,-4500.0,2020-10-15 09:20:00
0,BANKNIFTY20O2223300CE / BANKNIFTY20O2223300PE,2020-10-16 09:20:00,438.1,407.3,2020-10-16 09:25:00,437.3,2020-10-16 09:30:00,438.1,-749.9999999999986,146426.25,546426.25,-0.18749999999999967,-5250.0,2020-10-16 09:20:00
0,BANKNIFTY20O2223800CE / BANKNIFTY20O2223800PE,2020-10-19 09:20:00,385.55,347.1,2020-10-19 09:24:00,377.1,2020-10-19 09:25:00,385.55,-749.9999999999986,145676.25,545676.25,-0.18749999999999967,-6000.0,2020-10-19 09:20:00
0,BANKNIFTY20O2224100CE / BANKNIFTY20O2224100PE,2020-10-20 09:20:00,343.0,324.7,2020-10-20 09:24:00,324.7,2020-10-20 09:24:00,373.0,-749.9999999999986,144926.25,544926.25,-0.18749999999999967,-6750.0,2020-10-20 09:20:00
0,BANKNIFTY20O2224600CE / BANKNIFTY20O2224600PE,2020-10-21 09:20:00,260.4,241.8,2020-10-21 13:20:00,241.8,2020-10-21 09:23:00,290.4,-750.0,144176.25,544176.25,-0.1875,-7500.0,2020-10-21 09:20:00
